epoch,phase,loss,acc
1,train,1.306338953411837,0.575410689065636
1,val,1.146582994506245,0.6146413972500929
2,train,1.1218438653673708,0.6153274362595704
2,val,1.0837887801321322,0.6172426607209216
3,train,1.076918778530791,0.6174830892737679
3,val,1.0534426157069623,0.6254180602006689
4,train,1.044667958646142,0.6249907083921802
4,val,1.0173879174528757,0.6309921962095876
5,train,1.0137029493075715,0.6337619861740876
5,val,0.9957669209875789,0.6451133407655147
6,train,0.9919530242240661,0.6393369508659779
6,val,0.9754676025226541,0.6492010405053884
7,train,0.9730328257213443,0.6458782427711292
7,val,0.9565797999462466,0.6521739130434783
8,train,0.9540917674094906,0.6522708689511634
8,val,0.9338865509621497,0.6636937941285768
9,train,0.9353699844973261,0.6610421467330707
9,val,0.9125766796456177,0.6629505759940543
10,train,0.9146614643948446,0.6637181297851781
10,val,0.8989791460570594,0.6763285024154589
11,train,0.9010017550072245,0.6684011001263659
11,val,0.8835626301248026,0.6811594202898551
12,train,0.8825119151543093,0.6730840704675537
12,val,0.8628149702397477,0.6815310293571163
13,train,0.8711795189394292,0.6806660224485246
13,val,0.848486114903836,0.6882199925678186
14,train,0.8480660294472733,0.6880249758418198
14,val,0.8296135670631094,0.694908955778521
15,train,0.8366968592223577,0.6912956217943953
15,val,0.8117682135534836,0.6967670011148273
16,train,0.8226535457807306,0.6991749052256003
16,val,0.7982646063861684,0.7001114827201784
17,train,0.8069338114197118,0.7032632126663199
17,val,0.7880215146469831,0.7123745819397993
18,train,0.8001632139841031,0.7048242027800491
18,val,0.7773278290257052,0.7105165366034931
19,train,0.7880543134810268,0.7109938303724077
19,val,0.7650959010196857,0.7123745819397993
20,train,0.7829126507910018,0.7167917936519735
20,val,0.7588650306243074,0.7201783723522854
21,train,0.7708331983452578,0.715602467851037
21,val,0.7508982998515894,0.7227796358231141
22,train,0.7676605163325539,0.717535122277559
22,val,0.7458956448485177,0.7209215904868079
23,train,0.7538812260888974,0.7268267300973761
23,val,0.7401371419053235,0.7209215904868079
24,train,0.7522040494071554,0.7248197428082956
24,val,0.7300488092517463,0.7290969899665553
25,train,0.7448006124245866,0.7278673901731956
25,val,0.7256327674363192,0.728725380899294
26,train,0.7359600665887776,0.7310637032632127
26,val,0.7232418944515823,0.7387588257153475
27,train,0.730860006159711,0.7351520107039322
27,val,0.713862466262823,0.7391304347826088
28,train,0.7251243600103303,0.7356723407418421
28,val,0.7119695504595027,0.738015607580825
29,train,0.7145499152374438,0.7391659852820933
29,val,0.7085463197113456,0.7324414715719064
30,train,0.7176636542421836,0.7321786962015908
30,val,0.7008073657740008,0.7398736529171313
31,train,0.71371820190445,0.7437746227607226
31,val,0.6961172003145335,0.747305834262356
32,train,0.6995817348477318,0.7448896156991006
32,val,0.6929004965374258,0.7435897435897436
33,train,0.7014161701504735,0.7462276072251542
33,val,0.691654944588198,0.7465626161278336
34,train,0.6981647636671895,0.7441462870735153
34,val,0.6846446165007226,0.7536231884057971
35,train,0.6935336501157249,0.7454099457370104
35,val,0.6789043689917029,0.7558528428093646
36,train,0.6772501933781142,0.7529918977179811
36,val,0.6771888597354443,0.7558528428093646
37,train,0.6821611003167548,0.7513565747416934
37,val,0.6726494258064092,0.7558528428093646
38,train,0.673997073570326,0.7543298892440349
38,val,0.6675698806565298,0.759568933481977
39,train,0.6667575294542762,0.7596818553482495
39,val,0.6682423344556836,0.7558528428093646
40,train,0.6642452910745187,0.7593101910354568
40,val,0.6664303348703218,0.7577108881456708
41,train,0.6650080012980956,0.7576748680591691
41,val,0.6617571952306661,0.7584541062801933
42,train,0.6517546661350441,0.7625808369880325
42,val,0.6593869764846482,0.759568933481977
43,train,0.6467931134713358,0.7652568200401398
43,val,0.6613692316987708,0.7591973244147158
44,train,0.6504913255520259,0.7639931613766446
44,val,0.6575004106469865,0.7629134150873281
45,train,0.6434378508169093,0.7683788002675983
45,val,0.6492062997791413,0.7606837606837608
46,train,0.634891822476693,0.7674124730543374
46,val,0.6454771228857263,0.7677443329617243
47,train,0.6386922567934384,0.7739537649594886
47,val,0.6394690806118807,0.7666295057599406
48,train,0.6275833461959504,0.7709804504571471
48,val,0.6396494949896155,0.7696023782980305
49,train,0.6293953707215866,0.7709061175945886
49,val,0.6463348647556709,0.7684875510962468
50,train,0.6196381964666164,0.7732104363339033
50,val,0.6369413937701917,0.7677443329617243
51,train,0.621792477661284,0.7751430907604252
51,val,0.635018444136588,0.7725752508361204
52,train,0.6178055078683977,0.7741767635471642
52,val,0.6336683519973669,0.7722036417688591
53,train,0.6125616956127538,0.7760350851111277
53,val,0.6289403004656933,0.771832032701598
54,train,0.6119634018310833,0.777596075224857
54,val,0.6298605694242766,0.7733184689706429
55,train,0.6080672851789488,0.7797517282390546
55,val,0.6261251911005979,0.7759197324414716
56,train,0.6067269121919132,0.7800490596892887
56,val,0.6234158289693891,0.7722036417688591
57,train,0.6005125294730874,0.786739017319557
57,val,0.6238851795317027,0.7766629505759941
58,train,0.5916386898818853,0.7880026759830522
58,val,0.6209187682389947,0.7740616871051654
59,train,0.5893166523338437,0.7866646844569984
59,val,0.6223415784656846,0.7777777777777778
60,train,0.5860217103718967,0.7878540102579351
60,val,0.6202568961359319,0.7740616871051654
